Rome, 41.902782, 12.496366
Constantinople, 41.0082, 28.9784
Alexandria, 31.2001, 29.9187
Palmyra, 34.5700, 38.2922
Mediolanum, 45.4642, 9.1900
Capua, 41.1061, 14.2130
Carthage, 36.8626, 10.3329
Leptis Magna, 32.6343, 14.2948
Massalia, 43.2965, 5.3698
Lugdunum, 45.7640, 4.8357
Ephesus, 37.9490, 27.3678
Ravenna, 44.4184, 12.2035
Tarragona, 41.1189, 1.2445
Athens, 37.9838, 23.7275
Thessaloniki, 40.6401, 22.9444
Londinium, 51.5074, 0.1278
Cadex, 36.5271, -6.2886
